crime,agency,charge_description,date,address,zipcode,city,type
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/19/2021 4:18,1000  BLOCK ROSECRANS STREET,92106,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/18/2021 17:00,4300  BLOCK HOME AVENUE,92105,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/7/2021 5:45,700  BLOCK KETTNER BOULEVARD,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/7/2021 3:27,10700  BLOCK SAN DIEGO MISSION ROAD,92108,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),7/2/2021 17:50,500  BLOCK 09TH AVENUE,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/25/2021 20:15,4500  BLOCK NIAGARA AVENUE,92107,SAN DIEGO,Theft
SEX CRIMES,EL CAJON,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),5/14/2021 11:32,CEDAR STREET & CHERRYWOOD WAY,92021,EL CAJON,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),3/23/2021 16:00,15800  BLOCK DELL VIEW ROAD,92021,EL CAJON UNINC,Theft
SEX CRIMES,SAN DIEGO,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),4/30/2021 1:30,500  BLOCK 14TH STREET,92101,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),6/22/2021 12:32,12800  BLOCK GREGG COURT,92064,POWAY,Theft
WEAPONS,SHERIFF,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),8/7/2021 20:33,1500 N  BLOCK MAGNOLIA AVENUE,92020,EL CAJON UNINC,Violent
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),6/8/2021 8:34,7000  BLOCK LEEWARD STREET,92011,CARLSBAD,Theft
SEX CRIMES,SHERIFF,RAPE BY FORCE/FEAR (F),3/14/2021 12:00,200 S  BLOCK SIERRA AVENUE,92075,SOLANA BEACH,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/30/2021 18:30,4000  BLOCK FLORIDA STREET,92104,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/20/2021 23:13,700  BLOCK FERGUS STREET,92114,SAN DIEGO,Violent
SEX CRIMES,LA MESA,HARMFUL MATTER SENT/ETC W/INTENT TO SEDUCE MINOR (M),7/11/2021 11:56,700  BLOCK MURRAY DRIVE,92020,EL CAJON,Violent
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),5/23/2021 20:00,700  BLOCK MELROSE PLACE,92083,VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/24/2021 23:20,3800  BLOCK EL CAJON BOULEVARD,92105,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),7/10/2021 18:00,500 S  BLOCK COAST HIGHWAY,92024,ENCINITAS,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/1/2021 7:15,400  BLOCK OLIVE AVENUE,92083,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/31/2021 13:00,2000  BLOCK MONTIEL ROAD,92069,SAN MARCOS,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/7/2021 7:00,700  BLOCK BREEZE HILL ROAD,92081,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/5/2021 12:00,4100  BLOCK OLD KANE SPRINGS ROAD,92004,BORREGO SPRINGS,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/5/2021 12:00,4100  BLOCK OLD KANE SPRINGS ROAD,92004,BORREGO SPRINGS,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),4/29/2021 20:30,700 S  BLOCK TWIN OAKS VALLEY ROAD,92078,SAN MARCOS,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/22/2021 1:00,35700  BLOCK RICE CANYON ROAD,92028,FALLBROOK,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/17/2021 3:11,500  BLOCK FRONT STREET,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/12/2021 16:00,2800  BLOCK KALMIA PLACE,92104,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/8/2021 2:45,1200  BLOCK 09TH AVENUE,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/22/2021 1:30,4100  BLOCK PACIFIC HIGHWAY,92110,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,SEXUAL PENETRATION W/FORCE/FEAR/ETC (F),4/29/2021 12:00,600  BLOCK 16TH STREET,92101,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),5/3/2021 2:00,500  BLOCK 14TH STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/3/2021 11:00,3800  BLOCK CEDAR STREET,92105,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),4/22/2021 20:32,1900  BLOCK CORONA VISTA,92019,EL CAJON UNINC,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),5/9/2021 3:01,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/24/2021 1:47,1400  BLOCK JAMACHA ROAD,92020,EL CAJON UNINC,Theft
WEAPONS,OCEANSIDE,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),3/11/2021 9:00,700  BLOCK PIER VIEW WAY,92054,OCEANSIDE,Violent
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),5/21/2021 6:00,3300  BLOCK DALE STREET,92104,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/22/2021 21:00,1200  BLOCK ROSECRANS STREET,92106,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/10/2021 4:00,26400  BLOCK PARADISE VALLEY ROAD,92086,WARNER SPRINGS,Theft
SEX CRIMES,CARLSBAD,ASSAULT W/INTENT TO COMMIT RAPE (F),5/17/2021 0:47,2100  BLOCK COSTA DEL MAR ROAD,92009,CARLSBAD,Violent
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),8/5/2021 16:00,8100  BLOCK LEMON AVENUE,91941,LA MESA,Theft
WEAPONS,EL CAJON,MINOR ILLEGALLY POSSESS LIVE AMMUNITION (M),5/14/2021 23:54,500 N  BLOCK 02ND STREET,92021,EL CAJON,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),5/29/2021 14:00,2200  BLOCK CALLE BARCELONA,92009,CARLSBAD,Theft
BURGLARY,HARBOR POLICE,BURGLARY (COMMERCIAL) (F),6/1/2021 2:00,1400  BLOCK SCOTT STREET,92106,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/26/2021 8:00,3500  BLOCK 47TH STREET,92105,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/30/2021 18:27,2900  BLOCK VIA DEL CABALLO BLANCO,91902,BONITA,Theft
WEAPONS,HARBOR POLICE,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (M),6/16/2021 17:30,3700  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/26/2021 0:28,4000  BLOCK MARLESTA DRIVE,92111,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/31/2021 2:00,800  BLOCK ORMOND COURT,92109,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/11/2021 22:20,600  BLOCK WEATHER VANE DRIVE,92004,BORREGO SPRINGS,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),6/4/2021 21:47,700  BLOCK GRAND AVENUE,92109,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,ASSAULT W/INTENT TO COMMIT RAPE (F),4/3/2021 20:00,17100  BLOCK TAM O SHANTER DRIVE,92064,POWAY,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),3/19/2021 2:42,200 W  BLOCK CLEMMENS LANE,92028,FALLBROOK,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/1/2021 17:30,1200  BLOCK CAMINO DEL RIO SOUTH,92108,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/14/2021 20:00,3000  BLOCK CHIPWOOD COURT,91978,SPRING VALLEY,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),7/21/2021 2:53,800  BLOCK E STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/12/2021 1:30,3800  BLOCK RICHMOND STREET,92103,SAN DIEGO,Theft
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),8/3/2021 16:15,7400  BLOCK ALVARADO ROAD,91942,LA MESA,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/12/2021 17:00,6600  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/13/2021 9:00,2600  BLOCK TORREY PINES ROAD,92037,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/5/2021 21:00,9800  BLOCK GRADUATE DRIVEWAY,92131,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/15/2021 18:13,3800  BLOCK CEDAR STREET,92105,SAN DIEGO,Theft
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),6/3/2021 14:22,2100  BLOCK RUTHERFORD ROAD,92008,CARLSBAD,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/23/2021 4:00,800  BLOCK BEYER WAY,92154,SOUTH BAY,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/25/2021 14:00,3400  BLOCK RUFFIN ROAD,92123,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),5/1/2021 23:00,2700  BLOCK ALPINE BOULEVARD,91901,ALPINE,Violent
SEX CRIMES,SAN DIEGO,RAPE OF DRUGGED VIC (F),5/9/2021 23:59,0  BLOCK PACIFIC BEACH,92109,,Violent
WEAPONS,SAN DIEGO,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),3/9/2021 3:02,4200  BLOCK CAMINO DEL RIO NORTH,92108,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/16/2021 19:00,7900  BLOCK SILVERTON AVENUE,92126,SAN DIEGO,Theft
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),5/19/2021 5:09,7500  BLOCK UNIVERSITY AVENUE,91942,LA MESA,Theft
SEX CRIMES,CARLSBAD,SEXUAL BATTERY (M),6/2/2021 12:44,2700  BLOCK MONROE STREET,92008,CARLSBAD,Violent
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),4/24/2021 18:00,3000  BLOCK OCEANSIDE BOULEVARD,92054,OCEANSIDE,Theft
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),5/31/2021 13:59,N INDIANA AVENUE & VISTA VILLAGE DRIVE,92084,VISTA,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/16/2021 6:45,1700  BLOCK FREDA LANE,92007,ENCINITAS,Theft
HOMICIDE,SAN DIEGO,MURDER (F),8/18/2021 16:30,5000  BLOCK WINDSOR DRIVE,92109,SAN DIEGO,Violent
SEX CRIMES,HARBOR POLICE,INDECENT EXPOSURE (M),6/28/2021 6:15,2700  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/9/2021 21:00,2700  BLOCK E STREET,92102,SAN DIEGO,Theft
WEAPONS,SHERIFF,SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL (F),7/11/2021 19:40,0  BLOCK GBDF,92154,DETENTION FACIL,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON ON PERSON (F),7/24/2021 2:29,2300  BLOCK EL CAJON BOULEVARD,92104,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),7/4/2021 3:30,4100  BLOCK MANZANITA DRIVE,92105,SAN DIEGO,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),6/24/2021 17:30,400  BLOCK 05TH AVENUE,91910,CHULA VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/11/2021 0:01,500  BLOCK STEVENS AVENUE W,92075,SOLANA BEACH,Theft
ARSON,SHERIFF,ARSON:PROP (F),5/13/2021 13:48,15500  BLOCK ESPOLA ROAD,92064,POWAY,Violent
WEAPONS,SHERIFF,UNLIC SALE/LOAN/TRANSFER OF FIREARM (F),6/24/2021 12:09,700 E  BLOCK VISTA WAY,92084,VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/26/2021 13:03,6500  BLOCK BING STREET,92115,SAN DIEGO,Theft
WEAPONS,SHERIFF,POSSESS DESTRUCTIVE DEVICE (F),8/21/2021 1:25,1100  BLOCK FRONT STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/25/2021 5:49,8300  BLOCK MIRALANI DRIVE,92126,SAN DIEGO,Theft
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),5/16/2021 20:30,7600  BLOCK EL CAJON BOULEVARD,91942,LA MESA,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),3/26/2021 17:00,10700  BLOCK DEL RIO ROAD,91978,SPRING VALLEY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/19/2021 0:38,11300  BLOCK RANCHO BERNARDO ROAD,92127,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/14/2021 12:52,2400  BLOCK CAMINO DEL MAR,92014,DEL MAR,Theft
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),3/18/2021 11:30,28500  BLOCK COLE GRADE ROAD,92082,VALLEY CENTER,Violent
WEAPONS,SHERIFF,MINOR ILLEGALLY POSSESS LIVE AMMUNITION (F),8/23/2021 1:04,DEER SPRINGS ROAD & NB INTERSTATE,92069,"SAN MARCOS, UNINCORP",Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/20/2021 17:17,200 S  BLOCK 29TH STREET,92113,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),7/2/2021 17:50,500  BLOCK 09TH AVENUE,92101,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,POSSESS/BUY/ETC FIREARM WITHOUT IDENTIFICATION MARK (M),5/14/2021 15:12,4200  BLOCK ESTRELLA AVENUE,92115,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),6/5/2021 16:29,200  BLOCK RIVERVIEW PARKWAY,92071,SANTEE,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/6/2021 6:00,12300  BLOCK PARKSIDE STREET,92040,LAKESIDE,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/27/2021 20:00,2200  BLOCK POINSETTIA DRIVE,92106,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/28/2021 8:00,2200  BLOCK POINSETTIA DRIVE,92106,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/2/2021 18:50,500 W  BLOCK GRAPE STREET,92101,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),8/5/2021 4:28,3000  BLOCK CARMEL VALLEY ROAD,92130,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/30/2021 7:30,17800  BLOCK HUNTERS RIDGE ROAD,92127,4S RANCH,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),7/4/2021 20:26,KITE STREET & W PENNSYLVANIA AVENUE,92103,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/3/2021 1:45,1400  BLOCK 04TH AVENUE,92101,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/24/2021 10:45,500  BLOCK CIRCLE J DRIVE,92004,BORREGO SPRINGS,Theft
ARSON,SHERIFF,ARSON:PROP (F),5/14/2021 1:54,12300  BLOCK TOPA HILL CIRCLE,92040,LAKESIDE,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/1/2021 0:01,9800  BLOCK SAN JUAN STREET,91977,SPRING VALLEY,Theft
WEAPONS,SHERIFF,CARRY CONCEALED WEAPON IN VEHICLE (M),3/9/2021 16:05,9900  BLOCK PEBBLE BEACH DRIVE,92071,SANTEE,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/10/2021 20:00,3600  BLOCK PARK BOULEVARD,92103,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),6/9/2021 15:30,1500  BLOCK LEUCADIA BOULEVARD,92024,ENCINITAS,Violent
SEX CRIMES,SHERIFF,SEX PENETRATION:VICTIM UNAWARE ACT OCCURRED (F),8/6/2021 4:00,2400  BLOCK ALTA VISTA DRIVE,92084,VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/11/2021 14:37,400  BLOCK PROSPECT STREET,92037,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),6/23/2021 2:55,13400  BLOCK CAMINO CANADA,92021,EL CAJON UNINC,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),6/12/2021 21:50,3600  BLOCK OCEAN VIEW BOULEVARD,92113,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),6/10/2021 4:30,100  BLOCK THUNDER DRIVE,92056,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),6/10/2021 4:30,100  BLOCK THUNDER DRIVE,92056,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/30/2021 20:00,17200  BLOCK RALPHS RANCH ROAD,92127,4S RANCH,Theft
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),3/18/2021 18:00,16TH STREET & ISLAND AVENUE,92101,SAN DIEGO,Violent
BURGLARY,HARBOR POLICE,BURGLARY (COMMERCIAL) (F),4/14/2021 2:15,5000  BLOCK NORTH HARBOR DRIVE,92106,SAN DIEGO,Theft
WEAPONS,NATIONAL CITY,CARRY CONCEALED DIRK OR DAGGER (F),7/18/2021 2:08,300  BLOCK MILE OF CARS WAY,91950,NATIONAL CITY,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/26/2021 10:00,10400  BLOCK HUNTERS RIDGE PLACE,92127,4S RANCH,Theft
WEAPONS,SHERIFF,MFG/IMPORT/ETC SHORT BARRELED RIFLE (F),7/3/2021 12:09,1500 W  BLOCK MISSION ROAD,92069,SAN MARCOS,Violent
WEAPONS,SHERIFF,UNLAWFUL POSSESS/USE TEAR GAS OR TEAR GAS WEAPON:EX FEL/ETC (M),7/4/2021 2:17,100  BLOCK TOWN CENTER PARKWAY,92071,SANTEE,Violent
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),6/25/2021 2:00,700  BLOCK MARIPOSA CIRCLE NATIONAL CITY CA,91950,UNKNOWN,Violent
SEX CRIMES,EL CAJON,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),3/11/2021 9:40,100  BLOCK CIVIC CENTER WAY,92020,EL CAJON,Violent
SEX CRIMES,SHERIFF,RAPE BY FORCE/FEAR (F),7/19/2021 9:09,200  BLOCK CIVIC CENTER DRIVE,92084,VISTA,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),8/5/2021 18:00,5300  BLOCK AVNDA ENCINAS C-D,92008,,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/28/2021 16:23,0  BLOCK VIA MONTISI,92071,SANTEE,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/28/2021 16:00,200  BLOCK OSBORNE STREET,92084,VISTA UNINC,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/20/2021 12:00,4000  BLOCK VISTA GRANDE DRIVE,92115,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),7/4/2021 22:06,24200  BLOCK EAST GRADE ROAD,92060,PALOMAR MOUNTAIN,Theft
ARSON,SHERIFF,ARSON:STRUCTURE/FOREST LAND (F),7/7/2021 12:10,JAMACHA BOULEVARD & SWEETWATER ROAD,91977,SPRING VALLEY,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),5/17/2021 18:20,1400  BLOCK PALM AVENUE,92154,SOUTH BAY,Violent
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (M),6/28/2021 7:36,200  BLOCK WOODLAND PARKWAY,92069,SAN MARCOS,Violent
WEAPONS,OCEANSIDE,CARRY CONCEALED WEAPON IN VEHICLE:OCCUPANT (M,3/21/2021 7:42,0  BLOCK FRONT GATE OF CAMP PENDLETON,92054,,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/27/2021 18:20,1200  BLOCK GARNET AVENUE,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/1/2021 12:15,400  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Theft
HOMICIDE,ESCONDIDO,MURDER (F),8/1/2021 23:50,1600 E  BLOCK VALLEY PARKWAY,92027,ESCONDIDO,Violent
WEAPONS,CARLSBAD,CARRY CONCEALED DIRK OR DAGGER (F),4/27/2021 20:03,600  BLOCK LA COSTA AVENUE,92011,CARLSBAD,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/6/2021 12:30,29700  BLOCK LILAC ROAD,92082,VALLEY CENTER,Theft
WEAPONS,SHERIFF,POSSESS WEAPON/ETC AT SCHOOL (M),5/12/2021 11:30,10400  BLOCK ASHWOOD STREET,92040,LAKESIDE,Violent
SEX CRIMES,CARLSBAD,RAPE BY FORCE/FEAR (F),7/4/2021 11:00,JEFFERSON STREET & LAS FLORES DRIVE,92008,CARLSBAD,Violent
BURGLARY,ESCONDIDO,BURGLARY (COMMERCIAL) (F),5/27/2021 21:00,600  BLOCK ALPINE WAY,92029,ESCONDIDO,Theft
HOMICIDE,SAN DIEGO,MURDER (F),7/8/2021 3:27,3200  BLOCK CAMINITO QUIXOTE,92154,SOUTH BAY,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/6/2021 17:00,4000  BLOCK 49TH STREET,92105,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE (F),7/5/2021 17:53,5200  BLOCK UNIVERSITY AVENUE,92105,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/24/2021 13:30,12200  BLOCK POWAY ROAD,92064,POWAY,Theft
SEX CRIMES,EL CAJON,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),7/2/2021 8:50,500 E  BLOCK PARK AVENUE,92020,EL CAJON,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/13/2021 10:16,2800  BLOCK HOWARD AVENUE,92104,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),3/19/2021 19:15,0  BLOCK VDF,92081,DETENTION FACIL,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/24/2021 22:30,3700  BLOCK VISTA DE LA BAHIA,92117,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/7/2021 22:00,600  BLOCK NAUTILUS STREET,92037,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/4/2021 12:41,4000  BLOCK NORMAL STREET,92103,SAN DIEGO,Theft
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),8/16/2021 3:00,500  BLOCK CARLSBAD VILLAGE DRIVE,92008,CARLSBAD,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/15/2021 1:03,400  BLOCK VISTA VILLAGE DRIVE,92083,VISTA,Theft
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),4/12/2021 10:41,4100  BLOCK MASSACHUSETTS AVENUE,91941,LA MESA,Theft
SEX CRIMES,SHERIFF,ASSAULT W/INTENT TO COMMIT FELONY (W/INJ OR WEAPON) (F),4/23/2021 21:34,2700  BLOCK HUTCHISON STREET,92084,VISTA UNINC,Violent
WEAPONS,SHERIFF,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/7/2021 6:45,0  BLOCK VIEJAS GRADE ROAD,91901,ALPINE,Violent
ARSON,CARLSBAD,ARSON:PROP (F),7/4/2021 23:55,AVENIDA ENCINAS & PONTO DRIVE,92011,CARLSBAD,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),7/18/2021 4:45,5200  BLOCK CAR COUNTRY DRIVE,92008,CARLSBAD,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/21/2021 20:59,3900  BLOCK 30TH STREET,92104,SAN DIEGO,Theft
WEAPONS,SHERIFF,POSSESS WEAPON/ETC AT SCHOOL (M),5/14/2021 15:10,0  BLOCK ASHWOOD STREET,92040,LAKESIDE,Violent
WEAPONS,HARBOR POLICE,CARRY CONCEALED DIRK OR DAGGER (F),5/31/2021 23:08,3600  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),6/2/2021 19:50,EUCLID AVENUE & ORANGE AVENUE,92105,SAN DIEGO,Violent
